event,rank,time,digitalTime,error,name,nationality,date,year,notes
10000,4892,28:17.3,28.28833333,0.01,Micah Njeru,KEN,2009-06-28T00:00:00Z,2009,AT
10000,4892,28:17.3,28.28833333,0.01,Daniel Kitonyi,KEN,2013-09-06T00:00:00Z,2013,AT
10000,4896,28:17.3,28.28833333,0.01,Nozomi Saho,JPN,1994-04-24T00:00:00Z,1994,AT
10000,4897,28:17.3,28.28833333,0.01,Charles Spedding,GBR,1982-06-26T00:00:00Z,1982,AT
10000,4898,28:17.4,28.29,0.01,Yukiyasu Ikeda,JPN,1996-04-21T00:00:00Z,1996,AT
10000,4899,28:17.4,28.29,0.01,Haruo Urata,JPN,1993-04-25T00:00:00Z,1993,AT
10000,4899,28:17.4,28.29,0.01,Pablo Olmedo,MEX,2001-06-03T00:00:00Z,2001,AT
10000,4899,28:17.4,28.29,0.01,Takeshi Makabe,JPN,2006-05-03T00:00:00Z,2006,AT
10000,4899,28:17.4,28.29,0.01,Yuki Sato,JPN,2006-05-13T00:00:00Z,2006,AT
10000,4903,28:17.4,28.29,0.01,Masakazu Fujiwara,JPN,2000-12-03T00:00:00Z,2000,AT
10000,4904,28:17.4,28.29,0.01,Stephen Rerimoi,KEN,2002-06-17T00:00:00Z,2002,AT
10000,4904,28:17.4,28.29,0.01,Rui Pedro Silva,POR,2010-06-05T00:00:00Z,2010,AT
10000,4904,28:17.4,28.29,0.01,Takuya Ishikawa,JPN,2010-09-24T00:00:00Z,2010,AT
10000,4907,28:17.4,28.29,0.01,Lasse Viren,FIN,1971-07-01T00:00:00Z,1971,AT
10000,4907,28:17.4,28.29,0.01,Matthews Batswadi,RSA,1980-04-21T00:00:00Z,1980,AT
10000,4907,28:17.4,28.29,0.01,Ahmed Salah,DJI,1984-07-12T00:00:00Z,1984,AT
10000,4907,28:17:00,28.28333333,0.01,Moses Kimeli Arusei,KEN,2005-06-16T00:00:00Z,2005,AT
10000,4907,28:17:00,28.28333333,0.01,Mark Kiptoo,KEN,2012-04-17T00:00:00Z,2012,AT
10000,4907,28:17:00,28.28333333,0.01,John Langat,KEN,2016-05-28T00:00:00Z,2016,AT
10000,4907,28:17.4,28.29,0.01,John Halvorsen,NOR,1990-08-27T00:00:00Z,1990,AT
10000,4914,28:17.4,28.29,0.01,Stefano Mei,ITA,1986-05-28T00:00:00Z,1986,AT
10000,4915,28:17.4,28.29,0.01,Aloÿs Nizigama,BDI,1993-04-25T00:00:00Z,1993,AT
10000,4915,28:17.4,28.29,0.01,Tomohiro Seto,JPN,2004-09-25T00:00:00Z,2004,AT
10000,4917,28:17.4,28.29,0.01,Karel Lismont,BEL,1976-07-23T00:00:00Z,1976,AT
10000,4918,28:17.5,28.29166667,0.01,Dionisio Castro,POR,1986-08-26T00:00:00Z,1986,AT
10000,4918,28:17.5,28.29166667,0.01,Alejandro Salvador,MEX,2000-07-07T00:00:00Z,2000,AT
10000,4918,28:17.5,28.29166667,0.01,Matt Gonzales,USA,2005-05-01T00:00:00Z,2005,AT
10000,4921,28:17.5,28.29166667,0.01,Paul Koech,KEN,1996-07-26T00:00:00Z,1996,AT
10000,4921,28:17.5,28.29166667,0.01,Daniel Kipkemoi,KEN,2015-11-28T00:00:00Z,2015,AT
10000,4923,28:17.5,28.29166667,0.01,Paul Evans,GBR,1993-06-12T00:00:00Z,1993,AT
10000,4923,28:17.5,28.29166667,0.01,Samuel Muturi,KEN,2003-09-27T00:00:00Z,2003,AT
10000,4923,28:17.5,28.29166667,0.01,Ian Dobson,USA,2006-05-28T00:00:00Z,2006,AT
10000,4926,28:17:00,28.28333333,0.01,Albert Chepkurui,KEN,2003-07-26T00:00:00Z,2003,AT
10000,4926,28:17:00,28.28333333,0.01,Joseph Kiptum,KEN,2016-04-23T00:00:00Z,2016,AT
10000,4926,28:17.5,28.29166667,0.01,Dennis Jensen,DEN,2001-04-07T00:00:00Z,2001,AT
10000,4926,28:17.5,28.29166667,0.01,Daniele Meucci,ITA,2013-05-31T00:00:00Z,2013,AT
10000,4930,28:17.5,28.29166667,0.01,Stephen Sego,KEN,2000-05-28T00:00:00Z,2000,AT
10000,4930,28:17.5,28.29166667,0.01,Yuta Shitara,JPN,2016-06-24T00:00:00Z,2016,AT
10000,4932,28:17.5,28.29166667,0.01,Chris Wardlaw,AUS,1976-07-23T00:00:00Z,1976,AT
10000,4933,28:17.5,28.29166667,0.01,Gary Staines,GBR,1989-06-23T00:00:00Z,1989,AT
10000,4933,28:17.5,28.29166667,0.01,Daichi Kamino,JPN,2016-07-11T00:00:00Z,2016,AT
10000,4935,28:17.6,28.29333333,0.01,Stefano Baldini,ITA,2002-06-09T00:00:00Z,2002,AT
10000,4936,28:17.6,28.29333333,0.01,Keisuke Nakatani,JPN,2015-11-14T00:00:00Z,2015,AT
10000,4937,28:17.6,28.29333333,0.01,Rafael Zepeda,MEX,1990-04-21T00:00:00Z,1990,AT
10000,4937,28:17.6,28.29333333,0.01,Kenta Murayama,JPN,2011-10-15T00:00:00Z,2011,AT
10000,4939,28:17.6,28.29333333,0.01,Ed Eyestone,USA,1990-07-25T00:00:00Z,1990,AT
10000,4940,28:17.6,28.29333333,0.01,Andrew Bristow,GBR,1988-06-27T00:00:00Z,1988,AT
10000,4940,28:17.6,28.29333333,0.01,Teodoro Cuñado,ESP,1996-05-29T00:00:00Z,1996,AT
10000,4942,28:17.6,28.29333333,0.01,Billy Mills,USA,1965-08-12T00:00:00Z,1965,AT
10000,4942,28:17:00,28.28333333,0.01,Xolile Yawa,RSA,1987-03-28T00:00:00Z,1987,AT
10000,4942,28:17:00,28.28333333,0.01,Paul Koech,KEN,1998-06-05T00:00:00Z,1998,AT
10000,4942,28:17:00,28.28333333,0.01,Titus Mbishei,KEN,2009-06-06T00:00:00Z,2009,AT
10000,4942,28:17.6,28.29333333,0.01,Dong Guojian,CHN,2009-10-21T00:00:00Z,2009,AT
10000,4947,28:17.6,28.29333333,0.01,Shigeru Soh,JPN,1978-07-03T00:00:00Z,1978,AT
10000,4947,28:17.6,28.29333333,0.01,Brahim Boutayeb,MAR,1988-09-23T00:00:00Z,1988,AT
10000,4949,28:17.6,28.29333333,0.01,Julian Goater,GBR,1984-06-23T00:00:00Z,1984,AT
10000,4950,28:17.6,28.29333333,0.01,Toshiyuki Hayata,JPN,1991-10-15T00:00:00Z,1991,AT
10000,4950,28:17.6,28.29333333,0.01,Julius Korir II,KEN,1994-07-06T00:00:00Z,1994,AT
10000,4950,28:17.6,28.29333333,0.01,Josphat Muchiri Ndambiri,KEN,2004-05-14T00:00:00Z,2004,AT
10000,4950,28:17.6,28.29333333,0.01,Yuki Nakamura,JPN,2006-06-17T00:00:00Z,2006,AT
10000,4954,28:17.6,28.29333333,0.01,Rolando Vera,ECU,1988-09-26T00:00:00Z,1988,AT
10000,4954,28:17.6,28.29333333,0.01,Amdrea Lalli,ITA,2010-04-25T00:00:00Z,2010,AT
10000,4956,28:17.7,28.295,0.01,Alejandro Suárez,MEX,2001-06-03T00:00:00Z,2001,AT
10000,4956,28:17.7,28.295,0.01,Yusei Nakao,JPN,2006-11-29T00:00:00Z,2006,AT
10000,4958,28:17.7,28.295,0.01,Alberto Maravilha,POR,1993-05-02T00:00:00Z,1993,AT
10000,4958,28:17.7,28.295,0.01,Manuel Angel Peñas,ESP,2012-03-24T00:00:00Z,2012,AT
10000,4960,28:17.7,28.295,0.01,Yevgeniy Pyrkin,RUS,1980-06-12T00:00:00Z,1980,AT
10000,4960,28:17.7,28.295,0.01,Fernando Mamede,POR,1980-06-29T00:00:00Z,1980,AT
10000,4960,28:17:00,28.28333333,0.01,Philemon Cheboi,KEN,2015-07-11T00:00:00Z,2015,AT
10000,4960,28:17.7,28.295,0.01,José Manuel Albentosa,ESP,1988-06-27T00:00:00Z,1988,AT
10000,4960,28:17.7,28.295,0.01,Robert Denmark,GBR,2000-04-01T00:00:00Z,2000,AT
10000,4965,28:17.7,28.295,0.01,Nick Rose,GBR,1982-07-24T00:00:00Z,1982,AT
10000,4965,28:17.7,28.295,0.01,Xia Fengyuan,CHN,1997-10-18T00:00:00Z,1997,AT
10000,4967,28:17.7,28.295,0.01,Vincenzo Modica,ITA,1993-07-16T00:00:00Z,1993,AT
10000,4968,28:17.7,28.295,0.01,Takuya Ishikawa,JPN,2014-05-10T00:00:00Z,2014,AT
10000,4969,28:17.8,28.29666667,0.01,Takeyuki Nakayama,JPN,1986-04-29T00:00:00Z,1986,AT
10000,4969,28:17.8,28.29666667,0.01,Imane Merga,ETH,2014-08-10T00:00:00Z,2014,AT
10000,4971,28:17.8,28.29666667,0.01,Juvenal Ribeiro,POR,1992-07-05T00:00:00Z,1992,AT
10000,4971,28:17.8,28.29666667,0.01,David Chelule,KEN,1999-08-24T00:00:00Z,1999,AT
10000,4971,28:17.8,28.29666667,0.01,José Manuel Martinez,ESP,2000-04-01T00:00:00Z,2000,AT
10000,4971,28:17.8,28.29666667,0.01,Thomas Kipkosgei,KEN,2007-06-23T00:00:00Z,2007,AT
10000,4971,28:17.8,28.29666667,0.01,Olivier Irabaruta,BDI,2012-06-28T00:00:00Z,2012,AT
10000,4976,28:17.8,28.29666667,0.01,Bernard Ford,GBR,1976-07-26T00:00:00Z,1976,AT
10000,4976,28:17.8,28.29666667,0.01,Kazuya Nishimoto,JPN,1988-05-13T00:00:00Z,1988,AT
10000,4976,28:17.8,28.29666667,0.01,Haruo Urata,JPN,1989-06-18T00:00:00Z,1989,AT
10000,4979,28:17.8,28.29666667,0.01,Arturo Barrios,MEX,1992-08-03T00:00:00Z,1992,AT
10000,4980,28:17.8,28.29666667,0.01,Rex Maddaford,NZL,1968-04-17T00:00:00Z,1968,AT
10000,4980,28:17.8,28.29666667,0.01,Lasse Viren,FIN,1973-05-27T00:00:00Z,1973,AT
10000,4980,28:17.8,28.29666667,0.01,Takao Nakamura,JPN,1983-11-29T00:00:00Z,1983,AT
10000,4980,28:17:00,28.28333333,0.01,John Cheruiyot Korir,KEN,2005-06-25T00:00:00Z,2005,AT
10000,4980,28:17.8,28.29666667,0.01,Yoshitaka Iwamizu,JPN,2010-09-24T00:00:00Z,2010,AT
10000,4985,28:17.8,28.29666667,0.01,Francisco Guerra,ESP,1992-06-27T00:00:00Z,1992,AT
10000,4985,28:17.8,28.29666667,0.01,Katsuhiko Hanada,JPN,1994-10-23T00:00:00Z,1994,AT
10000,4987,28:17.8,28.29666667,0.01,Ali Kaya,TUR,2014-06-07T00:00:00Z,2014,AT
10000,4988,28:17.8,28.29666667,0.01,José Sena,POR,1984-07-02T00:00:00Z,1984,AT
10000,4989,28:17.8,28.29666667,0.01,Shigeru Aburaya,JPN,2003-04-20T00:00:00Z,2003,AT
10000,4989,28:17.8,28.29666667,0.01,Willy Kimutai Kangoo,KEN,2007-09-21T00:00:00Z,2007,AT
10000,4989,28:17.8,28.29666667,0.01,Joseph Chirlee,USA,2012-06-22T00:00:00Z,2012,AT
10000,4992,28:17.9,28.29833333,0.01,Don Clary,USA,1983-04-09T00:00:00Z,1983,AT
10000,4992,28:17.9,28.29833333,0.01,James Runguru,KEN,2013-05-09T00:00:00Z,2013,AT
10000,4994,28:17.9,28.29833333,0.01,Paul Kuira,KEN,2012-04-21T00:00:00Z,2012,AT
10000,4995,28:17.9,28.29833333,0.01,Juan Carlos de la Ossa,ESP,2007-07-28T00:00:00Z,2007,AT
10000,4995,28:17.9,28.29833333,0.01,Berhane Afewerki,ERI,2015-09-14T00:00:00Z,2015,AT
10000,4997,28:17.9,28.29833333,0.01,Julian Goater,GBR,1981-07-04T00:00:00Z,1981,AT
10000,4997,28:17.9,28.29833333,0.01,Aleksandr Kuznetsov,KAZ,1985-08-01T00:00:00Z,1985,AT
10000,4997,28:17.9,28.29833333,0.01,Christoph Herle,FRG,1985-08-02T00:00:00Z,1985,AT
10000,4997,28:17.9,28.29833333,0.01,Rolando Vera,ECU,1988-09-23T00:00:00Z,1988,AT
10000,4997,28:17.9,28.29833333,0.01,Simon Maina Munyi,KEN,2004-10-10T00:00:00Z,2004,AT
10000,5002,28:17.9,28.29833333,0.01,Robert de Castella,AUS,1983-07-23T00:00:00Z,1983,AT
10000,5002,28:17.9,28.29833333,0.01,Steve Binns,GBR,1986-08-26T00:00:00Z,1986,AT
10000,5002,28:17.9,28.29833333,0.01,Peter Kariuki,KEN,2006-10-14T00:00:00Z,2006,AT
10000,5005,28:17.9,28.29833333,0.01,Kenji Takao,JPN,2003-04-20T00:00:00Z,2003,AT
10000,5006,28:17.9,28.29833333,0.01,Dominic Kirui,KEN,1992-08-21T00:00:00Z,1992,AT
10000,5006,28:17.9,28.29833333,0.01,Thorsten Naumann,GER,1997-05-24T00:00:00Z,1997,AT
10000,5008,28:17.9,28.29833333,0.01,Girmaw Amare,ISR,2014-05-08T00:00:00Z,2014,AT
10000,5009,28:18.0,28.3,0.01,Jörg Peter,GER,1984-05-05T00:00:00Z,1984,AT
10000,5009,28:18.0,28.3,0.01,Haile Gebrselassie,ETH,1993-08-20T00:00:00Z,1993,AT
10000,5009,28:18.0,28.3,0.01,Toshihiro Iwasa,JPN,2003-06-07T00:00:00Z,2003,AT
10000,5012,28:18.0,28.3,0.01,Terukazu Omori,JPN,2007-04-29T00:00:00Z,2007,AT
10000,5013,28:18.0,28.3,0.01,Seppo Tuominen,FIN,1971-08-10T00:00:00Z,1971,AT
10000,5014,28:18.0,28.3,0.01,Alberto Chaíça,POR,1999-04-10T00:00:00Z,1999,AT
10000,5014,28:18.0,28.3,0.01,Kentaro Matsumoto,JPN,2011-06-25T00:00:00Z,2011,AT
10000,5016,28:18.0,28.3,0.01,Mariano Haro,ESP,1973-06-28T00:00:00Z,1973,AT
10000,5016,28:18.0,28.3,0.01,Manfred Kushmann,GDR,1974-06-02T00:00:00Z,1974,AT
10000,5016,28:18.0,28.3,0.01,Bill Scott,AUS,1974-10-22T00:00:00Z,1974,AT
10000,5016,28:18:00,28.3,0.01,Bernard Kiprop Kipyego,KEN,2005-06-25T00:00:00Z,2005,AT
10000,5016,28:18:00,28.3,0.01,Josphat Bett,KEN,2008-06-18T00:00:00Z,2008,AT
10000,5016,28:18:00,28.3,0.01,Wilson Kiprop,KEN,2013-05-31T00:00:00Z,2013,AT
10000,5016,28:18.0,28.3,0.01,Johnny Danielsson,SWE,1990-07-14T00:00:00Z,1990,AT
10000,5016,28:18.0,28.3,0.01,Tesfaye Girma,ETH,2006-09-30T00:00:00Z,2006,AT
10000,5016,28:18.0,28.3,0.01,Dickson Marwa,TAN,2009-08-17T00:00:00Z,2009,AT
10000,5025,28:18.0,28.3,0.01,Yasuyuki Watanabe,JPN,1994-04-24T00:00:00Z,1994,AT
10000,5025,28:18.0,28.3,0.01,Yigrem Demelash,ETH,2015-06-17T00:00:00Z,2015,AT
10000,5027,28:18.0,28.3,0.01,Xolile Yawa,RSA,1989-04-22T00:00:00Z,1989,AT
10000,5027,28:18.0,28.3,0.01,Solomon Wachira,KEN,2001-06-09T00:00:00Z,2001,AT
10000,5027,28:18.0,28.3,0.01,Tim Nelson,USA,2009-08-17T00:00:00Z,2009,AT
10000,5030,28:18.1,28.30166667,0.01,Jonathan Wyatt,NZL,1995-12-14T00:00:00Z,1995,AT
10000,5031,28:18.1,28.30166667,0.01,Pyotr Bolotnikov,RUS,1962-08-11T00:00:00Z,1962,AT
10000,5031,28:18.1,28.30166667,0.01,Toshihiko Seko,JPN,1981-05-17T00:00:00Z,1981,AT
10000,5031,28:18.1,28.30166667,0.01,Paul Gorman,USA,1982-04-22T00:00:00Z,1982,AT
10000,5031,28:18.1,28.30166667,0.01,Antonio Serrano,ESP,1988-09-03T00:00:00Z,1988,AT
10000,5031,28:18:00,28.3,0.01,Moses Mosop,KEN,2006-07-01T00:00:00Z,2006,AT
10000,5031,28:18:00,28.3,0.01,Josphat Kiprono Menjo,KEN,2007-07-28T00:00:00Z,2007,AT
10000,5031,28:18.1,28.30166667,0.01,Edmundo Warnke,CHI,1976-05-29T00:00:00Z,1976,AT
10000,5031,28:18.1,28.30166667,0.01,Jun Hiratsuka,JPN,1994-10-10T00:00:00Z,1994,AT
10000,5031,28:18.1,28.30166667,0.01,Kazuo Ietani,JPN,2000-10-07T00:00:00Z,2000,AT
10000,5040,28:18.1,28.30166667,0.01,Miruts Yifter,ETH,1972-08-31T00:00:00Z,1972,AT
10000,5040,28:18.1,28.30166667,0.01,Gary Stolz,USA,1998-03-29T00:00:00Z,1998,AT
10000,5040,28:18.1,28.30166667,0.01,Kenjiro Jitsui,JPN,1998-10-03T00:00:00Z,1998,AT
10000,5043,28:18.1,28.30166667,0.01,Luis Horta,POR,1984-07-02T00:00:00Z,1984,AT
10000,5043,28:18.1,28.30166667,0.01,John Treacy,IRL,1984-08-03T00:00:00Z,1984,AT
10000,5043,28:18.1,28.30166667,0.01,Henrique Chrisostomo,POR,1993-05-02T00:00:00Z,1993,AT
10000,5043,28:18.1,28.30166667,0.01,Hiroki Mitsuoka,JPN,2011-06-25T00:00:00Z,2011,AT
10000,5047,28:18.1,28.30166667,0.01,Haruo Urata,JPN,1991-08-26T00:00:00Z,1991,AT
10000,5047,28:18.1,28.30166667,0.01,Masato Imai,JPN,2010-09-24T00:00:00Z,2010,AT
10000,5047,28:18.1,28.30166667,0.01,Yuki Sato,JPN,2012-06-09T00:00:00Z,2012,AT
10000,5047,28:18.1,28.30166667,0.01,Kassa Mekashaw,ETH,2014-05-17T00:00:00Z,2014,AT
10000,5051,28:18.2,28.30333333,0.01,Luis Hernandez,MEX,1975-07-25T00:00:00Z,1975,AT
10000,5051,28:18.2,28.30333333,0.01,Yasuyuki Watanabe,JPN,1994-05-20T00:00:00Z,1994,AT
10000,5053,28:18.2,28.30333333,0.01,Abdelkader Zaddem,TUN,1972-09-03T00:00:00Z,1972,AT
10000,5054,28:18.2,28.30333333,0.01,Vasili Matviychuk,UKR,2004-07-04T00:00:00Z,2004,AT
10000,5054,28:18.2,28.30333333,0.01,Chris Derrick,USA,2014-06-26T00:00:00Z,2014,AT
10000,5054,28:18.2,28.30333333,0.01,Abraham Habte,ERI,2016-06-22T00:00:00Z,2016,AT
10000,5057,28:18.2,28.30333333,0.01,Susumu Ichinose,JPN,2001-09-29T00:00:00Z,2001,AT
10000,5058,28:18.2,28.30333333,0.01,Marc Smet,BEL,1974-05-23T00:00:00Z,1974,AT
10000,5058,28:18.2,28.30333333,0.01,Garry Henry,AUS,1980-02-06T00:00:00Z,1980,AT
10000,5058,28:18:00,28.3,0.01,Zaphaniah Ncube,ZIM,1988-07-19T00:00:00Z,1988,AT
10000,5058,28:18:00,28.3,0.01,Emmanuel Chamer,KEN,2006-06-17T00:00:00Z,2006,AT
10000,5058,28:18:00,28.3,0.01,Sammy Kirop Kitwara,KEN,2008-06-06T00:00:00Z,2008,AT
10000,5058,28:18:00,28.3,0.01,Nobert Kigen,KEN,2015-07-11T00:00:00Z,2015,AT
10000,5058,28:18.2,28.30333333,0.01,Evgeni Ignatov,BUL,1988-05-22T00:00:00Z,1988,AT
10000,5058,28:18.2,28.30333333,0.01,Evgeni Ignatov,BUL,1988-09-02T00:00:00Z,1988,AT
10000,5066,28:18.2,28.30333333,0.01,Martin Bremer,GER,1992-05-28T00:00:00Z,1992,AT
10000,5066,28:18.2,28.30333333,0.01,Risto Ulmala,FIN,1993-09-03T00:00:00Z,1993,AT
10000,5066,28:18.2,28.30333333,0.01,Tom McArdle,USA,2002-04-19T00:00:00Z,2002,AT
10000,5069,28:18.2,28.30333333,0.01,Ibrahim Jeilan,ETH,2011-09-12T00:00:00Z,2011,AT
10000,5070,28:18.2,28.30333333,0.01,Omar Aguilar,CHI,1987-07-30T00:00:00Z,1987,AT
10000,5071,28:18.2,28.30333333,0.01,Hans-Jürgen Orthmann,FRG,1980-07-07T00:00:00Z,1980,AT
10000,5071,28:18.2,28.30333333,0.01,Takuya Fukatsu,JPN,2012-05-12T00:00:00Z,2012,AT
10000,5071,28:18.2,28.30333333,0.01,Tsubasa Hayakawa,JPN,2015-07-09T00:00:00Z,2015,AT
10000,5074,28:18.3,28.305,0.01,Ronaldo da Costa,BRA,1994-10-29T00:00:00Z,1994,AT
10000,5074,28:18.3,28.305,0.01,Matt Tegenkamp,USA,2012-08-04T00:00:00Z,2012,AT
10000,5074,28:18.3,28.305,0.01,Chris Hamer,AUS,2013-12-12T00:00:00Z,2013,AT
10000,5077,28:18.3,28.305,0.01,Antonio Silio,ARG,1989-07-25T00:00:00Z,1989,AT
10000,5077,28:18.3,28.305,0.01,Stephen Mayaka,KEN,1993-07-16T00:00:00Z,1993,AT
10000,5077,28:18.3,28.305,0.01,Galen Rupp,USA,2017-06-10T00:00:00Z,2017,AT
10000,5080,28:18.3,28.305,0.01,Jeff Wells,USA,1978-06-29T00:00:00Z,1978,AT
10000,5080,28:18:00,28.3,0.01,Titus Mbishei,KEN,2008-06-18T00:00:00Z,2008,AT
10000,5080,28:18:00,28.3,0.01,Elkana Terer,KEN,2013-05-31T00:00:00Z,2013,AT
10000,5080,28:18.3,28.305,0.01,Takeshi Soh,JPN,1980-07-07T00:00:00Z,1980,AT
10000,5080,28:18.3,28.305,0.01,Yuichiro Fukushima,JPN,1993-04-25T00:00:00Z,1993,AT
10000,5080,28:18.3,28.305,0.01,Suehiro Ishikawa,JPN,2003-05-17T00:00:00Z,2003,AT
10000,5080,28:18.3,28.305,0.01,Martin Fagan,IRL,2007-04-29T00:00:00Z,2007,AT
10000,5087,28:18.3,28.305,0.01,Polat Arikan,TUR,2015-08-08T00:00:00Z,2015,AT
10000,5088,28:18.3,28.305,0.01,David Kariuki,KEN,1999-05-14T00:00:00Z,1999,AT
10000,5089,28:18.3,28.305,0.01,Patrick Muturi,KEN,1999-06-05T00:00:00Z,1999,AT
10000,5090,28:18.4,28.30666667,0.01,Billy Dee,GBR,1992-08-28T00:00:00Z,1992,AT
10000,5090,28:18.4,28.30666667,0.01,Rachid Berradi,ITA,1999-04-10T00:00:00Z,1999,AT
10000,5090,28:18.4,28.30666667,0.01,Takuya Ishikawa,JPN,2012-06-27T00:00:00Z,2012,AT
10000,5093,28:18.4,28.30666667,0.01,Pekka Päivärinta,FIN,1974-09-26T00:00:00Z,1974,AT
10000,5094,28:18.4,28.30666667,0.01,Xolile Yawa,RSA,1990-04-30T00:00:00Z,1990,AT
10000,5094,28:18.4,28.30666667,0.01,Seamus Power,IRL,2001-06-09T00:00:00Z,2001,AT
10000,5096,28:18.4,28.30666667,0.01,Fernando Mamede,POR,1983-08-09T00:00:00Z,1983,AT
10000,5096,28:18.4,28.30666667,0.01,Satoshi Harada,JPN,2006-11-29T00:00:00Z,2006,AT
10000,5098,28:18.4,28.30666667,0.01,Joachim Lautzschmann,GDR,1976-05-16T00:00:00Z,1976,AT
10000,5098,28:18.4,28.30666667,0.01,Ravil Kashapov,RUS,1982-06-11T00:00:00Z,1982,AT
10000,5098,28:18.4,28.30666667,0.01,Todd Williams,USA,1991-04-20T00:00:00Z,1991,AT
10000,5098,28:18:00,28.3,0.01,Richard Mateelong,KEN,2007-05-25T00:00:00Z,2007,AT
10000,5098,28:18.4,28.30666667,0.01,Satoru Kitamura,JPN,2006-10-21T00:00:00Z,2006,AT
10000,5103,28:18.4,28.30666667,0.01,Kurt Hürst,SUI,1986-07-05T00:00:00Z,1986,AT
10000,5104,28:18.4,28.30666667,0.01,Jan Huruk,POL,1989-06-20T00:00:00Z,1989,AT
10000,5105,28:18.4,28.30666667,0.01,Yuki Nakamura,JPN,2003-06-25T00:00:00Z,2003,AT
10000,5106,28:18.4,28.30666667,0.01,Abel Antón,ESP,1996-08-23T00:00:00Z,1996,AT
10000,5106,28:18.4,28.30666667,0.01,Alan Culpepper,USA,2001-08-08T00:00:00Z,2001,AT
10000,5106,28:18.4,28.30666667,0.01,Nicholas Makau,KEN,2010-04-24T00:00:00Z,2010,AT
10000,5106,28:18.4,28.30666667,0.01,Aron Kifle,ERI,2015-07-24T00:00:00Z,2015,AT
10000,5110,28:18.5,28.30833333,0.01,Johana Maina,KEN,2016-04-23T00:00:00Z,2016,AT
10000,5111,28:18.5,28.30833333,0.01,Takeyuki Nakayama,JPN,1987-04-29T00:00:00Z,1987,AT
10000,5112,28:18.5,28.30833333,0.01,David Evans,AUS,1996-06-01T00:00:00Z,1996,AT
10000,5113,28:18.5,28.30833333,0.01,Khalid Skah,MAR,1992-07-31T00:00:00Z,1992,AT
10000,5113,28:18.5,28.30833333,0.01,Salvatore Antibo,ITA,1992-07-31T00:00:00Z,1992,AT
10000,5113,28:18.5,28.30833333,0.01,Yusuke Ogura,JPN,2016-07-11T00:00:00Z,2016,AT
10000,5116,28:18.5,28.30833333,0.01,Kenta Murozuka,JPN,2010-11-20T00:00:00Z,2010,AT
10000,5117,28:18:00,28.3,0.01,Philemon Rono,KEN,2013-05-24T00:00:00Z,2013,AT
10000,5117,28:18:00,28.3,0.01,Boniface Nduwa,KEN,2016-05-28T00:00:00Z,2016,AT
10000,5117,28:18.5,28.30833333,0.01,Chala Kelile,ETH,1990-07-25T00:00:00Z,1990,AT
10000,5117,28:18.5,28.30833333,0.01,Bashir Abdi,BEL,2012-05-30T00:00:00Z,2012,AT
10000,5121,28:18.5,28.30833333,0.01,Hillary Chenonge,KEN,2007-10-14T00:00:00Z,2007,AT
10000,5121,28:18.5,28.30833333,0.01,Ryo Kiname,JPN,2011-06-25T00:00:00Z,2011,AT
10000,5121,28:18.5,28.30833333,0.01,Polat Arikan,TUR,2016-07-08T00:00:00Z,2016,AT
10000,5124,28:18.5,28.30833333,0.01,Zakayo Ngatho,KEN,2002-06-22T00:00:00Z,2002,AT
10000,5124,28:18.5,28.30833333,0.01,Suguru Osako,JPN,2012-06-09T00:00:00Z,2012,AT
10000,5124,28:18.5,28.30833333,0.01,Tetsuya Yoroizaka,JPN,2015-06-27T00:00:00Z,2015,AT
10000,5127,28:18.5,28.30833333,0.01,Hans-Jürgen Orthmann,FRG,1982-06-11T00:00:00Z,1982,AT
10000,5127,28:18.5,28.30833333,0.01,José Carlos Adán,ESP,1994-04-09T00:00:00Z,1994,AT
10000,5127,28:18.5,28.30833333,0.01,Stephen Mokoka,RSA,2010-03-20T00:00:00Z,2010,AT
10000,5127,28:18.5,28.30833333,0.01,Charles Ndirangu,KEN,2014-04-19T00:00:00Z,2014,AT
10000,5127,28:18.5,28.30833333,0.01,Shuhei Yamamoto,JPN,2015-07-09T00:00:00Z,2015,AT
10000,5132,28:18.6,28.31,0.01,Michael Scheytt,FRG,1985-05-29T00:00:00Z,1985,AT
10000,5132,28:18.6,28.31,0.01,Francesco Bennici,ITA,2000-04-01T00:00:00Z,2000,AT
10000,5134,28:18.6,28.31,0.01,Moses Tanui,KEN,1993-08-20T00:00:00Z,1993,AT
10000,5134,28:18.6,28.31,0.01,Shaun Creighton,AUS,1998-07-11T00:00:00Z,1998,AT
10000,5134,28:18.6,28.31,0.01,Daniele Meucci,ITA,2010-04-25T00:00:00Z,2010,AT
10000,5137,28:18.6,28.31,0.01,Richard Chelimo,KEN,1990-08-08T00:00:00Z,1990,AT
10000,5137,28:18.6,28.31,0.01,Toshihide Kato,JPN,2003-05-17T00:00:00Z,2003,AT
10000,5137,28:18.6,28.31,0.01,Melaku Abera,ETH,2013-05-18T00:00:00Z,2013,AT
10000,5140,28:18.6,28.31,0.01,Toshiyuki Hayata,JPN,1993-10-02T00:00:00Z,1993,AT
10000,5140,28:18.6,28.31,0.01,Michael Buchleitner,AUT,2000-07-22T00:00:00Z,2000,AT
10000,5142,28:18.6,28.31,0.01,Ron Clarke,AUS,1968-07-11T00:00:00Z,1968,AT
